sn,state,location,mean_SQ_fg,total_DNA_ng,ratio_Fvfg_DNAng,year,exp,rep,cultivar,sds_tol,product,pl_pop_ha,rdx,drw,fdx,yield_kgha,plant_date,seed_rate_ha,row_space_m,soil_pH,scn_count_rep,proj_price_kg,volatility,harv_price_kg
998,IA,AMES_IA_4,265.0596039,132.0100826,1.003936967,2021,4,2,p28t14e,s,Base,209127,10.5,NA,19.44,5254.75,5/11/2021,308881,0.762,7.2,13800,0.44,0.19,0.45
997,IA,AMES_IA_4,265.0596039,132.0100826,1.003936967,2021,4,2,p28t14e,s,ILEVO,199285,15.5,NA,0.56,4972.9,5/11/2021,308881,0.762,7.2,13800,0.44,0.19,0.45
995,IA,AMES_IA_4,265.0596039,132.0100826,1.003936967,2021,4,2,p28t14e,s,Saltro,159921,9,NA,8.89,4726.16,5/11/2021,308881,0.762,7.2,13800,0.44,0.19,0.45
1000,IA,AMES_IA_4,157.6388667,113.7168892,0.693119851,2021,4,3,p25a04x,r,Base,177142,9.5,NA,1.11,5330.01,5/11/2021,308881,0.762,7.2,8000,0.44,0.19,0.45
1004,IA,AMES_IA_4,157.6388667,113.7168892,0.693119851,2021,4,3,p25a04x,r,ILEVO,221428,16.5,NA,13.33,5675.97,5/11/2021,308881,0.762,7.2,8000,0.44,0.19,0.45
1003,IA,AMES_IA_4,157.6388667,113.7168892,0.693119851,2021,4,3,p25a04x,r,Saltro,154999,7.5,NA,5,5364.28,5/11/2021,308881,0.762,7.2,8000,0.44,0.19,0.45
1002,IA,AMES_IA_4,157.6388667,113.7168892,0.693119851,2021,4,3,p28t14e,s,Base,234960,8.5,NA,0.56,6018.85,5/11/2021,308881,0.762,7.2,8000,0.44,0.19,0.45
1005,IA,AMES_IA_4,157.6388667,113.7168892,0.693119851,2021,4,3,p28t14e,s,ILEVO,239882,9.5,NA,0,5788.33,5/11/2021,308881,0.762,7.2,8000,0.44,0.19,0.45
1001,IA,AMES_IA_4,157.6388667,113.7168892,0.693119851,2021,4,3,p28t14e,s,Saltro,183293,6.5,NA,0,5225.42,5/11/2021,308881,0.762,7.2,8000,0.44,0.19,0.45
1009,IA,AMES_IA_4,99.91923543,107.1575163,0.466225977,2021,4,4,p25a04x,r,Base,241110,15,NA,0,5746.49,5/11/2021,308881,0.762,7.2,12300,0.44,0.19,0.45
1010,IA,AMES_IA_4,99.91923543,107.1575163,0.466225977,2021,4,4,p25a04x,r,ILEVO,195596,9,NA,0,5343.85,5/11/2021,308881,0.762,7.2,12300,0.44,0.19,0.45
1007,IA,AMES_IA_4,99.91923543,107.1575163,0.466225977,2021,4,4,p25a04x,r,Saltro,222659,8.5,NA,0,5490.59,5/11/2021,308881,0.762,7.2,12300,0.44,0.19,0.45
1011,IA,AMES_IA_4,99.91923543,107.1575163,0.466225977,2021,4,4,p28t14e,s,Base,193135,11.5,NA,5,5071.13,5/11/2021,308881,0.762,7.2,12300,0.44,0.19,0.45
1006,IA,AMES_IA_4,99.91923543,107.1575163,0.466225977,2021,4,4,p28t14e,s,ILEVO,190674,11,NA,1.67,4989.49,5/11/2021,308881,0.762,7.2,12300,0.44,0.19,0.45
1008,IA,AMES_IA_4,99.91923543,107.1575163,0.466225977,2021,4,4,p28t14e,s,Saltro,194365,7.5,NA,0,5335.4,5/11/2021,308881,0.762,7.2,12300,0.44,0.19,0.45
1387,IA,MANLY_IA_4,18.92494195,122.4754024,0.077260175,2021,4,1,p25a04x,r,Base,263253,7,29.27,0,5155.43,5/7/2021,308881,0.762,6.2,100,0.44,0.19,0.45
1388,IA,MANLY_IA_4,18.92494195,122.4754024,0.077260175,2021,4,1,p25a04x,r,ILEVO,258333,16,27.31,0,4820.8,5/7/2021,308881,0.762,6.2,100,0.44,0.19,0.45
1389,IA,MANLY_IA_4,18.92494195,122.4754024,0.077260175,2021,4,1,p25a04x,r,Saltro,244802,16.5,30.28,0,4540.95,5/7/2021,308881,0.762,6.2,100,0.44,0.19,0.45
1390,IA,MANLY_IA_4,18.92494195,122.4754024,0.077260175,2021,4,1,p28t14e,s,Base,234960,12.5,30.08,0,5413.21,5/7/2021,308881,0.762,6.2,100,0.44,0.19,0.45
1391,IA,MANLY_IA_4,18.92494195,122.4754024,0.077260175,2021,4,1,p28t14e,s,ILEVO,234960,11.5,26.62,0,4722,5/7/2021,308881,0.762,6.2,100,0.44,0.19,0.45
1392,IA,MANLY_IA_4,18.92494195,122.4754024,0.077260175,2021,4,1,p28t14e,s,Saltro,269404,12.5,31.28,0,5431.88,5/7/2021,308881,0.762,6.2,100,0.44,0.19,0.45
1393,IA,MANLY_IA_4,13.86611597,110.4086672,0.062794508,2021,4,2,p25a04x,r,Base,287858,8.5,28.29,1.11,5423.77,5/7/2021,308881,0.762,6.2,1000,0.44,0.19,0.45
1395,IA,MANLY_IA_4,13.86611597,110.4086672,0.062794508,2021,4,2,p25a04x,r,ILEVO,275557,9,22.85,0,4728.18,5/7/2021,308881,0.762,6.2,1000,0.44,0.19,0.45
1398,IA,MANLY_IA_4,13.86611597,110.4086672,0.062794508,2021,4,2,p25a04x,r,Saltro,247263,18,30.5,0,5449.32,5/7/2021,308881,0.762,6.2,1000,0.44,0.19,0.45
1397,IA,MANLY_IA_4,13.86611597,110.4086672,0.062794508,2021,4,2,p28t14e,s,Base,239882,5.5,26.25,0.56,4563.52,5/7/2021,308881,0.762,6.2,1000,0.44,0.19,0.45
1396,IA,MANLY_IA_4,13.86611597,110.4086672,0.062794508,2021,4,2,p28t14e,s,ILEVO,263253,17.2,22.65,0,5532.78,5/7/2021,308881,0.762,6.2,1000,0.44,0.19,0.45
1394,IA,MANLY_IA_4,13.86611597,110.4086672,0.062794508,2021,4,2,p28t14e,s,Saltro,239882,8,27.13,1.67,4492.7,5/7/2021,308881,0.762,6.2,1000,0.44,0.19,0.45
1399,IA,MANLY_IA_4,37.46958974,136.8573222,0.136892894,2021,4,3,p25a04x,r,Base,249722,7,24.88,0,4849.97,5/7/2021,308881,0.762,6.2,1900,0.44,0.19,0.45
1403,IA,MANLY_IA_4,37.46958974,136.8573222,0.136892894,2021,4,3,p25a04x,r,ILEVO,259564,9.5,28.66,1.11,4591.09,5/7/2021,308881,0.762,6.2,1900,0.44,0.19,0.45
1402,IA,MANLY_IA_4,37.46958974,136.8573222,0.136892894,2021,4,3,p25a04x,r,Saltro,252183,11,21.19,0,4823.55,5/7/2021,308881,0.762,6.2,1900,0.44,0.19,0.45
1401,IA,MANLY_IA_4,37.46958974,136.8573222,0.136892894,2021,4,3,p28t14e,s,Base,259564,12,30.35,0,5595.24,5/7/2021,308881,0.762,6.2,1900,0.44,0.19,0.45
1404,IA,MANLY_IA_4,37.46958974,136.8573222,0.136892894,2021,4,3,p28t14e,s,ILEVO,289088,8,30.88,0,5461.06,5/7/2021,308881,0.762,6.2,1900,0.44,0.19,0.45
1400,IA,MANLY_IA_4,37.46958974,136.8573222,0.136892894,2021,4,3,p28t14e,s,Saltro,268176,9,29.3,0,5405.1,5/7/2021,308881,0.762,6.2,1900,0.44,0.19,0.45
1408,IA,MANLY_IA_4,15.77253503,139.2200662,0.056646055,2021,4,4,p25a04x,r,Base,259564,13.5,33.27,0,5292.5,5/7/2021,308881,0.762,6.2,700,0.44,0.19,0.45
1409,IA,MANLY_IA_4,15.77253503,139.2200662,0.056646055,2021,4,4,p25a04x,r,ILEVO,270634,14.5,31.14,2.22,5499.83,5/7/2021,308881,0.762,6.2,700,0.44,0.19,0.45
1406,IA,MANLY_IA_4,15.77253503,139.2200662,0.056646055,2021,4,4,p25a04x,r,Saltro,264484,10,31.76,0.56,5414.36,5/7/2021,308881,0.762,6.2,700,0.44,0.19,0.45
1410,IA,MANLY_IA_4,15.77253503,139.2200662,0.056646055,2021,4,4,p28t14e,s,Base,255872,8,22.62,0,4647.77,5/7/2021,308881,0.762,6.2,700,0.44,0.19,0.45
1405,IA,MANLY_IA_4,15.77253503,139.2200662,0.056646055,2021,4,4,p28t14e,s,ILEVO,238652,14,31.45,0,4327.83,5/7/2021,308881,0.762,6.2,700,0.44,0.19,0.45
1407,IA,MANLY_IA_4,15.77253503,139.2200662,0.056646055,2021,4,4,p28t14e,s,Saltro,249722,9.5,24.94,0,4485.05,5/7/2021,308881,0.762,6.2,700,0.44,0.19,0.45
1453,IA,OELWEIN_IA_4,511.5691485,170.382795,1.501234759,2021,4,1,p25a04x,r,Base,273096,8,38.87,0,5340.59,5/5/2021,308881,0.762,6.5,1300,0.44,0.19,0.45
1454,IA,OELWEIN_IA_4,511.5691485,170.382795,1.501234759,2021,4,1,p25a04x,r,ILEVO,279246,8.5,39.08,4.44,5141.38,5/5/2021,308881,0.762,6.5,1300,0.44,0.19,0.45
1455,IA,OELWEIN_IA_4,511.5691485,170.382795,1.501234759,2021,4,1,p25a04x,r,Saltro,263253,10.5,38.15,11.11,5184.39,5/5/2021,308881,0.762,6.5,1300,0.44,0.19,0.45
1456,IA,OELWEIN_IA_4,511.5691485,170.382795,1.501234759,2021,4,1,p28t14e,s,Base,270634,18.5,37.14,0.56,5531.86,5/5/2021,308881,0.762,6.5,1300,0.44,0.19,0.45
1457,IA,OELWEIN_IA_4,511.5691485,170.382795,1.501234759,2021,4,1,p28t14e,s,ILEVO,279246,9.5,26.4,2.22,5336.87,5/5/2021,308881,0.762,6.5,1300,0.44,0.19,0.45
1458,IA,OELWEIN_IA_4,511.5691485,170.382795,1.501234759,2021,4,1,p28t14e,s,Saltro,264484,10,26.48,0,5645.55,5/5/2021,308881,0.762,6.5,1300,0.44,0.19,0.45
1459,IA,OELWEIN_IA_4,167.8498041,120.6776624,0.695446865,2021,4,2,p25a04x,r,Base,284166,11,34.45,0,6111.74,5/5/2021,308881,0.762,6.5,1000,0.44,0.19,0.45
1461,IA,OELWEIN_IA_4,167.8498041,120.6776624,0.695446865,2021,4,2,p25a04x,r,ILEVO,268176,6,25.82,4.44,5583.81,5/5/2021,308881,0.762,6.5,1000,0.44,0.19,0.45
1464,IA,OELWEIN_IA_4,167.8498041,120.6776624,0.695446865,2021,4,2,p25a04x,r,Saltro,258333,16,31.88,0.56,5565.93,5/5/2021,308881,0.762,6.5,1000,0.44,0.19,0.45
1463,IA,OELWEIN_IA_4,167.8498041,120.6776624,0.695446865,2021,4,2,p28t14e,s,Base,258333,15.6,24.64,1.11,5636.82,5/5/2021,308881,0.762,6.5,1000,0.44,0.19,0.45
1462,IA,OELWEIN_IA_4,167.8498041,120.6776624,0.695446865,2021,4,2,p28t14e,s,ILEVO,268176,9.5,43.01,0.56,5738.53,5/5/2021,308881,0.762,6.5,1000,0.44,0.19,0.45
1460,IA,OELWEIN_IA_4,167.8498041,120.6776624,0.695446865,2021,4,2,p28t14e,s,Saltro,254644,7,28.64,1.67,5389.63,5/5/2021,308881,0.762,6.5,1000,0.44,0.19,0.45
1465,IA,OELWEIN_IA_4,329.2454693,149.1009779,1.104102314,2021,4,3,p25a04x,r,Base,282938,9,30.03,3.33,5743.35,5/5/2021,308881,0.762,6.5,800,0.44,0.19,0.45
1469,IA,OELWEIN_IA_4,329.2454693,149.1009779,1.104102314,2021,4,3,p25a04x,r,ILEVO,264484,8.5,24.44,1.11,5434.07,5/5/2021,308881,0.762,6.5,800,0.44,0.19,0.45
1468,IA,OELWEIN_IA_4,329.2454693,149.1009779,1.104102314,2021,4,3,p25a04x,r,Saltro,246033,6,31.02,0.56,5080.22,5/5/2021,308881,0.762,6.5,800,0.44,0.19,0.45
1467,IA,OELWEIN_IA_4,329.2454693,149.1009779,1.104102314,2021,4,3,p28t14e,s,Base,285396,10,34.15,0,5716.59,5/5/2021,308881,0.762,6.5,800,0.44,0.19,0.45
1470,IA,OELWEIN_IA_4,329.2454693,149.1009779,1.104102314,2021,4,3,p28t14e,s,ILEVO,279246,12,48.4,1.11,5964.97,5/5/2021,308881,0.762,6.5,800,0.44,0.19,0.45
1466,IA,OELWEIN_IA_4,329.2454693,149.1009779,1.104102314,2021,4,3,p28t14e,s,Saltro,265714,6.5,39.21,0.56,5685.37,5/5/2021,308881,0.762,6.5,800,0.44,0.19,0.45
1474,IA,OELWEIN_IA_4,376.4928321,149.3939429,1.260067258,2021,4,4,p25a04x,r,Base,258333,12.5,28.56,0,5706.33,5/5/2021,308881,0.762,6.5,1100,0.44,0.19,0.45
1475,IA,OELWEIN_IA_4,376.4928321,149.3939429,1.260067258,2021,4,4,p25a04x,r,ILEVO,312459,13.5,36.62,0,5961.35,5/5/2021,308881,0.762,6.5,1100,0.44,0.19,0.45
1472,IA,OELWEIN_IA_4,376.4928321,149.3939429,1.260067258,2021,4,4,p25a04x,r,Saltro,270634,15,35.83,0,6022.76,5/5/2021,308881,0.762,6.5,1100,0.44,0.19,0.45
1476,IA,OELWEIN_IA_4,376.4928321,149.3939429,1.260067258,2021,4,4,p28t14e,s,Base,246033,9.5,24.71,3.33,5497.63,5/5/2021,308881,0.762,6.5,1100,0.44,0.19,0.45
1471,IA,OELWEIN_IA_4,376.4928321,149.3939429,1.260067258,2021,4,4,p28t14e,s,ILEVO,263253,6,28.01,1.67,5388.27,5/5/2021,308881,0.762,6.5,1100,0.44,0.19,0.45
1473,IA,OELWEIN_IA_4,376.4928321,149.3939429,1.260067258,2021,4,4,p28t14e,s,Saltro,262023,9.5,39.5,1.67,5270.1,5/5/2021,308881,0.762,6.5,1100,0.44,0.19,0.45
1627,IA,ROLAND_IA_2,85.55586386,142.6100902,0.299964272,2021,2,1,p25a04x,r,Base,237421,4,24.25,1.11,3848.86,4/25/2021,308881,0.762,6.3,0,0.44,0.19,0.45
1628,IA,ROLAND_IA_2,85.55586386,142.6100902,0.299964272,2021,2,1,p25a04x,r,ILEVO,250952,8.5,28.29,0.22,4608.81,4/25/2021,308881,0.762,6.3,0,0.44,0.19,0.45
1629,IA,ROLAND_IA_2,85.55586386,142.6100902,0.299964272,2021,2,1,p25a04x,r,Saltro,205437,5,26.65,1.11,4705.65,4/25/2021,308881,0.762,6.3,0,0.44,0.19,0.45
1630,IA,ROLAND_IA_2,85.55586386,142.6100902,0.299964272,2021,2,1,p28t14e,s,Base,198056,11,28.75,5.56,4561.7,4/25/2021,308881,0.762,6.3,0,0.44,0.19,0.45
1631,IA,ROLAND_IA_2,85.55586386,142.6100902,0.299964272,2021,2,1,p28t14e,s,ILEVO,198056,8,25.66,0,4630.92,4/25/2021,308881,0.762,6.3,0,0.44,0.19,0.45
1632,IA,ROLAND_IA_2,85.55586386,142.6100902,0.299964272,2021,2,1,p28t14e,s,Saltro,220199,6.9,18.56,1.11,5408.94,4/25/2021,308881,0.762,6.3,0,0.44,0.19,0.45
1636,IA,ROLAND_IA_2,192.5897616,135.474299,0.710798148,2021,2,2,p25a04x,r,Base,206667,14.5,25.53,13.33,4738.63,4/25/2021,308881,0.762,6.3,0,0.44,0.19,0.45
1637,IA,ROLAND_IA_2,192.5897616,135.474299,0.710798148,2021,2,2,p25a04x,r,ILEVO,195595,5,31.06,0,4932.51,4/25/2021,308881,0.762,6.3,0,0.44,0.19,0.45
1638,IA,ROLAND_IA_2,192.5897616,135.474299,0.710798148,2021,2,2,p25a04x,r,Saltro,209127,9.5,28.61,0,4774.75,4/25/2021,308881,0.762,6.3,0,0.44,0.19,0.45
1634,IA,ROLAND_IA_2,192.5897616,135.474299,0.710798148,2021,2,2,p28t14e,s,Base,201746,34.5,34.35,44.44,3837.4,4/25/2021,308881,0.762,6.3,0,0.44,0.19,0.45
1635,IA,ROLAND_IA_2,192.5897616,135.474299,0.710798148,2021,2,2,p28t14e,s,ILEVO,178373,6.1,26.81,1.11,5018,4/25/2021,308881,0.762,6.3,0,0.44,0.19,0.45
1633,IA,ROLAND_IA_2,192.5897616,135.474299,0.710798148,2021,2,2,p28t14e,s,Saltro,199286,5.5,26.25,1.11,4042.98,4/25/2021,308881,0.762,6.3,0,0.44,0.19,0.45
1642,IA,ROLAND_IA_2,44.73879457,103.2062931,0.216744509,2021,2,3,p25a04x,r,Base,258333,8.5,27.08,2.22,4923.01,4/25/2021,308881,0.762,6.3,0,0.44,0.19,0.45
1641,IA,ROLAND_IA_2,44.73879457,103.2062931,0.216744509,2021,2,3,p25a04x,r,ILEVO,228810,4,24.43,0,5383.99,4/25/2021,308881,0.762,6.3,0,0.44,0.19,0.45
1640,IA,ROLAND_IA_2,44.73879457,103.2062931,0.216744509,2021,2,3,p25a04x,r,Saltro,222659,9.5,25.9,0,4778.24,4/25/2021,308881,0.762,6.3,0,0.44,0.19,0.45
1644,IA,ROLAND_IA_2,44.73879457,103.2062931,0.216744509,2021,2,3,p28t14e,s,Base,185754,20,28.87,31.11,4309.38,4/25/2021,308881,0.762,6.3,0,0.44,0.19,0.45
1643,IA,ROLAND_IA_2,44.73879457,103.2062931,0.216744509,2021,2,3,p28t14e,s,ILEVO,215278,4.5,26.05,0,5217.51,4/25/2021,308881,0.762,6.3,0,0.44,0.19,0.45
1639,IA,ROLAND_IA_2,44.73879457,103.2062931,0.216744509,2021,2,3,p28t14e,s,Saltro,227579,11.5,25.24,0,5067.54,4/25/2021,308881,0.762,6.3,0,0.44,0.19,0.45
1648,IA,ROLAND_IA_2,12.7494897,103.7427615,0.061447611,2021,2,4,p25a04x,r,Base,209127,4,26.64,3.33,4638.61,4/25/2021,308881,0.762,6.3,0,0.44,0.19,0.45
1650,IA,ROLAND_IA_2,12.7494897,103.7427615,0.061447611,2021,2,4,p25a04x,r,ILEVO,198056,2,26.98,4.44,4429.24,4/25/2021,308881,0.762,6.3,0,0.44,0.19,0.45
1646,IA,ROLAND_IA_2,12.7494897,103.7427615,0.061447611,2021,2,4,p25a04x,r,Saltro,265714,3,27.14,0,5240.09,4/25/2021,308881,0.762,6.3,0,0.44,0.19,0.45
1645,IA,ROLAND_IA_2,12.7494897,103.7427615,0.061447611,2021,2,4,p28t14e,s,Base,250952,3.5,26.35,10,6135.9,4/25/2021,308881,0.762,6.3,0,0.44,0.19,0.45
1647,IA,ROLAND_IA_2,12.7494897,103.7427615,0.061447611,2021,2,4,p28t14e,s,ILEVO,210357,3.5,20.14,1.11,5940.57,4/25/2021,308881,0.762,6.3,0,0.44,0.19,0.45
1649,IA,ROLAND_IA_2,12.7494897,103.7427615,0.061447611,2021,2,4,p28t14e,s,Saltro,238651,4.5,22.17,1.11,5555.64,4/25/2021,308881,0.762,6.3,0,0.44,0.19,0.45
1651,IA,ROLAND_IA_4,19.44827878,81.07982346,0.119932913,2021,4,1,p25a04x,r,Base,239881,19.5,NA,0,4781.7,4/25/2021,308881,0.762,5.7,0,0.44,0.19,0.45
1652,IA,ROLAND_IA_4,19.44827878,81.07982346,0.119932913,2021,4,1,p25a04x,r,ILEVO,237421,13,NA,0,5589.73,4/25/2021,308881,0.762,5.7,0,0.44,0.19,0.45
1653,IA,ROLAND_IA_4,19.44827878,81.07982346,0.119932913,2021,4,1,p25a04x,r,Saltro,260794,15.5,NA,0,5336.32,4/25/2021,308881,0.762,5.7,0,0.44,0.19,0.45
1654,IA,ROLAND_IA_4,19.44827878,81.07982346,0.119932913,2021,4,1,p28t14e,s,Base,204206,34,NA,NA,4141.43,4/25/2021,308881,0.762,5.7,0,0.44,0.19,0.45
1655,IA,ROLAND_IA_4,19.44827878,81.07982346,0.119932913,2021,4,1,p28t14e,s,ILEVO,217738,7,NA,0,5532.57,4/25/2021,308881,0.762,5.7,0,0.44,0.19,0.45
1656,IA,ROLAND_IA_4,19.44827878,81.07982346,0.119932913,2021,4,1,p28t14e,s,Saltro,231270,14,NA,0,5628.95,4/25/2021,308881,0.762,5.7,0,0.44,0.19,0.45
1657,IA,ROLAND_IA_4,60.57639647,80.07113906,0.378266109,2021,4,2,p25a04x,r,Base,268175,13.5,NA,4.44,5340.81,4/25/2021,308881,0.762,5.7,0,0.44,0.19,0.45
1659,IA,ROLAND_IA_4,60.57639647,80.07113906,0.378266109,2021,4,2,p25a04x,r,ILEVO,262024,9,NA,0,5153.02,4/25/2021,308881,0.762,5.7,0,0.44,0.19,0.45
1662,IA,ROLAND_IA_4,60.57639647,80.07113906,0.378266109,2021,4,2,p25a04x,r,Saltro,217738,11.5,NA,0,4433.72,4/25/2021,308881,0.762,5.7,0,0.44,0.19,0.45
1661,IA,ROLAND_IA_4,60.57639647,80.07113906,0.378266109,2021,4,2,p28t14e,s,Base,270635,25.5,NA,0,4675.29,4/25/2021,308881,0.762,5.7,0,0.44,0.19,0.45
1660,IA,ROLAND_IA_4,60.57639647,80.07113906,0.378266109,2021,4,2,p28t14e,s,ILEVO,233730,10.5,NA,0.56,5207.42,4/25/2021,308881,0.762,5.7,0,0.44,0.19,0.45
1658,IA,ROLAND_IA_4,60.57639647,80.07113906,0.378266109,2021,4,2,p28t14e,s,Saltro,231270,16.5,NA,0,4849.88,4/25/2021,308881,0.762,5.7,0,0.44,0.19,0.45
1663,IA,ROLAND_IA_4,5.689190714,60.15427248,0.047288334,2021,4,3,p25a04x,r,Base,230040,10.5,NA,0,4128.71,4/25/2021,308881,0.762,5.7,0,0.44,0.19,0.45
1667,IA,ROLAND_IA_4,5.689190714,60.15427248,0.047288334,2021,4,3,p25a04x,r,ILEVO,231270,10,NA,0,5171.69,4/25/2021,308881,0.762,5.7,0,0.44,0.19,0.45
1666,IA,ROLAND_IA_4,5.689190714,60.15427248,0.047288334,2021,4,3,p25a04x,r,Saltro,252183,15,NA,0,5154.21,4/25/2021,308881,0.762,5.7,0,0.44,0.19,0.45
1665,IA,ROLAND_IA_4,5.689190714,60.15427248,0.047288334,2021,4,3,p28t14e,s,Base,249722,14,NA,11.11,4841.71,4/25/2021,308881,0.762,5.7,0,0.44,0.19,0.45
1668,IA,ROLAND_IA_4,5.689190714,60.15427248,0.047288334,2021,4,3,p28t14e,s,ILEVO,195595,11.5,NA,1.67,5006.31,4/25/2021,308881,0.762,5.7,0,0.44,0.19,0.45
1664,IA,ROLAND_IA_4,5.689190714,60.15427248,0.047288334,2021,4,3,p28t14e,s,Saltro,223889,13.5,NA,0,5042.48,4/25/2021,308881,0.762,5.7,0,0.44,0.19,0.45
1672,IA,ROLAND_IA_4,16.33466026,60.65886343,0.134643639,2021,4,4,p25a04x,r,Base,220199,14.5,NA,0,4132.91,4/25/2021,308881,0.762,5.7,0,0.44,0.19,0.45
1673,IA,ROLAND_IA_4,16.33466026,60.65886343,0.134643639,2021,4,4,p25a04x,r,ILEVO,177143,8.5,NA,0,3384.24,4/25/2021,308881,0.762,5.7,0,0.44,0.19,0.45
1670,IA,ROLAND_IA_4,16.33466026,60.65886343,0.134643639,2021,4,4,p25a04x,r,Saltro,227579,11.5,NA,1.11,4167.38,4/25/2021,308881,0.762,5.7,0,0.44,0.19,0.45
1674,IA,ROLAND_IA_4,16.33466026,60.65886343,0.134643639,2021,4,4,p28t14e,s,Base,232500,11,NA,0,4063.51,4/25/2021,308881,0.762,5.7,0,0.44,0.19,0.45
1669,IA,ROLAND_IA_4,16.33466026,60.65886343,0.134643639,2021,4,4,p28t14e,s,ILEVO,231270,8.5,NA,0,3224.09,4/25/2021,308881,0.762,5.7,0,0.44,0.19,0.45
1671,IA,ROLAND_IA_4,16.33466026,60.65886343,0.134643639,2021,4,4,p28t14e,s,Saltro,250952,13.5,NA,2.22,4771.81,4/25/2021,308881,0.762,5.7,0,0.44,0.19,0.45
1819,IA,URBANA_IA_4,273.2661154,118.8247536,1.149870322,2021,4,1,p25a04x,r,Base,282938,18,NA,0.56,4509.02,5/13/2021,308881,0.762,6.3,2000,0.44,0.19,0.45
1820,IA,URBANA_IA_4,273.2661154,118.8247536,1.149870322,2021,4,1,p25a04x,r,ILEVO,280477,6.7,NA,8.89,5261.48,5/13/2021,308881,0.762,6.3,2000,0.44,0.19,0.45
1821,IA,URBANA_IA_4,273.2661154,118.8247536,1.149870322,2021,4,1,p25a04x,r,Saltro,271865,11.5,NA,0,4992.09,5/13/2021,308881,0.762,6.3,2000,0.44,0.19,0.45
1822,IA,URBANA_IA_4,273.2661154,118.8247536,1.149870322,2021,4,1,p28t14e,s,Base,279246,14,NA,1.11,4618.6,5/13/2021,308881,0.762,6.3,2000,0.44,0.19,0.45
1823,IA,URBANA_IA_4,273.2661154,118.8247536,1.149870322,2021,4,1,p28t14e,s,ILEVO,291547,11.5,NA,6.67,5201.38,5/13/2021,308881,0.762,6.3,2000,0.44,0.19,0.45
1824,IA,URBANA_IA_4,273.2661154,118.8247536,1.149870322,2021,4,1,p28t14e,s,Saltro,266945,8,NA,0,4883.81,5/13/2021,308881,0.762,6.3,2000,0.44,0.19,0.45
1825,IA,URBANA_IA_4,194.4642073,81.90164745,1.187181292,2021,4,2,p25a04x,r,Base,279246,12,NA,0,4444.18,5/13/2021,308881,0.762,6.3,600,0.44,0.19,0.45
1827,IA,URBANA_IA_4,194.4642073,81.90164745,1.187181292,2021,4,2,p25a04x,r,ILEVO,260795,9.5,NA,1.67,4772.33,5/13/2021,308881,0.762,6.3,600,0.44,0.19,0.45
1830,IA,URBANA_IA_4,194.4642073,81.90164745,1.187181292,2021,4,2,p25a04x,r,Saltro,265714,12,NA,0,5189.83,5/13/2021,308881,0.762,6.3,600,0.44,0.19,0.45
1829,IA,URBANA_IA_4,194.4642073,81.90164745,1.187181292,2021,4,2,p28t14e,s,Base,268176,7.5,NA,1.11,5060.83,5/13/2021,308881,0.762,6.3,600,0.44,0.19,0.45
1828,IA,URBANA_IA_4,194.4642073,81.90164745,1.187181292,2021,4,2,p28t14e,s,ILEVO,312459,12,NA,0,5163.74,5/13/2021,308881,0.762,6.3,600,0.44,0.19,0.45
1826,IA,URBANA_IA_4,194.4642073,81.90164745,1.187181292,2021,4,2,p28t14e,s,Saltro,253414,9,NA,3.33,4924.3,5/13/2021,308881,0.762,6.3,600,0.44,0.19,0.45
1831,IA,URBANA_IA_4,287.9692154,124.4862078,1.156631006,2021,4,3,p25a04x,r,Base,249722,7.5,NA,0.56,5085.4,5/13/2021,308881,0.762,6.3,700,0.44,0.19,0.45
1835,IA,URBANA_IA_4,287.9692154,124.4862078,1.156631006,2021,4,3,p25a04x,r,ILEVO,248491,9.5,NA,1.11,5163.05,5/13/2021,308881,0.762,6.3,700,0.44,0.19,0.45
1834,IA,URBANA_IA_4,287.9692154,124.4862078,1.156631006,2021,4,3,p25a04x,r,Saltro,280477,7,NA,2.78,5134.21,5/13/2021,308881,0.762,6.3,700,0.44,0.19,0.45
1833,IA,URBANA_IA_4,287.9692154,124.4862078,1.156631006,2021,4,3,p28t14e,s,Base,280477,13.5,NA,0,5247.41,5/13/2021,308881,0.762,6.3,700,0.44,0.19,0.45
1836,IA,URBANA_IA_4,287.9692154,124.4862078,1.156631006,2021,4,3,p28t14e,s,ILEVO,276785,10.5,NA,0,5678.67,5/13/2021,308881,0.762,6.3,700,0.44,0.19,0.45
1832,IA,URBANA_IA_4,287.9692154,124.4862078,1.156631006,2021,4,3,p28t14e,s,Saltro,305078,13.5,NA,0,5050.81,5/13/2021,308881,0.762,6.3,700,0.44,0.19,0.45
1840,IA,URBANA_IA_4,225.9401956,101.1270022,1.117111111,2021,4,4,p25a04x,r,Base,281707,7.5,NA,0,5257.2,5/13/2021,308881,0.762,6.3,1200,0.44,0.19,0.45
1841,IA,URBANA_IA_4,225.9401956,101.1270022,1.117111111,2021,4,4,p25a04x,r,ILEVO,301389,8.1,NA,0,5626.15,5/13/2021,308881,0.762,6.3,1200,0.44,0.19,0.45
1838,IA,URBANA_IA_4,225.9401956,101.1270022,1.117111111,2021,4,4,p25a04x,r,Saltro,265714,8.5,NA,0,5114.48,5/13/2021,308881,0.762,6.3,1200,0.44,0.19,0.45
1842,IA,URBANA_IA_4,225.9401956,101.1270022,1.117111111,2021,4,4,p28t14e,s,Base,270634,8,NA,0.56,5702.66,5/13/2021,308881,0.762,6.3,1200,0.44,0.19,0.45
